occ,statecensus,Fraction of Workforce,description
2010,92,8.3e-5,Social workers
2550,92,2.6e-5,"Other education, training, and library workers"
7020,92,1e-5,Radio and telecommunications equipment installers and repairers
2430,92,1.9e-5,Librarians
4150,92,2.8e-5,"Hosts and hostesses, restaurant, lounge, and coffee shop"
6720,92,7e-6,Hazardous materials removal workers
3930,92,8e-5,Security guards and gaming surveillance officers
6230,92,1.1e-4,Carpenters
7330,92,2.3e-5,Industrial and refractory machinery mechanics
1920,92,4e-6,Chemical technicians
5400,92,1.24e-4,Receptionists and information clerks
0710,92,7.8e-5,Management analysts
0310,92,1.13e-4,Food service managers
7430,92,2e-6,Precision instrument and equipment repairers
8950,92,2e-6,Helpers--production workers
4520,92,1.6e-5,Miscellaneous personal appearance workers
4840,92,3.5e-5,"Sales representatives, services, all other"
2540,92,7.9e-5,Teacher assistants
4850,92,9.8e-5,"Sales representatives, wholesale and manufacturing"
0410,92,9.1e-5,"Property, real estate, and community association managers"
0800,92,1.07e-4,Accountants and auditors
1105,92,2.3e-5,Network and computer systems administrators
0220,92,1.19e-4,Construction managers
2850,92,2.4e-5,Writers and authors
6050,92,1.34e-4,Miscellaneous agricultural workers
5860,92,8.5e-5,"Office clerks, general"
2340,92,1.01e-4,Other teachers and instructors
0910,92,1.8e-5,Loan counselors and officers
0350,92,7e-5,Medical and health services managers
2200,92,1.4e-4,Postsecondary teachers
0120,92,7e-5,Financial managers
2016,92,2.5e-5,Social and human service assistants
7800,92,4e-5,Bakers
9640,92,6.3e-5,"Packers and packagers, hand"
6440,92,1.6e-5,"Pipelayers, plumbers, pipefitters, and steamfitters"
2600,92,2.3e-5,Artists and related workers
4710,92,9.3e-5,First-line supervisors/managers of non-retail sales workers
4800,92,1.8e-5,Advertising sales agents
7750,92,5.9e-5,Miscellaneous assemblers and fabricators
8030,92,3.6e-5,Machinists
6520,92,6e-6,Sheet metal workers
4510,92,5.8e-5,"Hairdressers, hairstylists, and cosmetologists"
4120,92,2.9e-5,"Food servers, nonrestaurant"
4820,92,9e-6,"Securities, commodities, and financial services sales agents"
9000,92,1e-5,"Supervisors, transportation and material moving workers"
5260,92,8e-6,File clerks
0650,92,1.2e-5,Training and development specialists
4000,92,2.5e-5,Chefs and head cooks
0565,92,1.9e-5,Compliance officers
4240,92,8e-6,Pest control workers
3140,92,0,Audiologists
8300,92,2.5e-5,Laundry and dry-cleaning workers
4230,92,1.04e-4,Maids and housekeeping cleaners
4610,92,2.45e-4,Personal and home care aides
7700,92,5.6e-5,First-line supervisors/managers of production and operating workers
1400,92,1e-5,Computer hardware engineers
7360,92,1.5e-5,Millwrights
3649,92,2e-5,Phlebotmists
2060,92,6e-6,"Religious workers, all other"
4720,92,2.24e-4,Cashiers
0630,92,6.4e-5,Human resource workers
6130,92,4.4e-5,Logging workers
2015,92,1.2e-5,Probation officers and correctional treatment specialists
0205,92,1.03e-4,"Farmers, Ranchers, and Other Agricultural Managers"
7120,92,1e-5,Electronic home entertainment equipment installers and repairers
4340,92,5e-6,Animal trainers
3000,92,1e-6,Chiropractors
5520,92,1.4e-5,Dispatchers
0020,92,1.24e-4,General and operations managers
4965,92,1.8e-5,"Sales and related workers, all other"
4920,92,8.2e-5,Real estate brokers and sales agents
4140,92,2.9e-5,Dishwashers
6330,92,1.4e-5,"Drywall installers, ceiling tile installers, and tapers"
7260,92,6e-6,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers"
4130,92,1.7e-5,"Dining room and cafeteria attendants, bartender helpers, and miscellaneous food preparation and serving related workers"
7720,92,4e-6,"Electrical, electronics, and electromechanical assemblers"
1007,92,1.1e-5,Information security analysts
3110,92,1.8e-5,Physician assistants
4600,92,8e-5,Child care workers
4650,92,1.2e-5,"Personal care and service workers, all other"
1107,92,4.4e-5,"Computer occupations, all other"
4750,92,1e-5,Parts salespersons
5330,92,9e-6,Loan interviewers and clerks
5350,92,4e-6,Order clerks
4250,92,1.72e-4,Grounds maintenance workers
1220,92,1.8e-5,Operations research analysts
6515,92,1.4e-5,Roofers
0740,92,2e-5,"Business operations specialists, all other"
0820,92,6e-6,Budget analysts
2145,92,3e-5,Paralegals and legal assistants
6260,92,1.24e-4,Construction laborers
8730,92,3e-6,"Furnace, kiln, oven, drier, and kettle operators and tenders"
7200,92,5.8e-5,Automotive service technicians and mechanics
5840,92,2.4e-5,Insurance claims and policy processing clerks
9030,92,1.2e-5,Aircraft pilots and flight engineers
3500,92,3.1e-5,Licensed practical and licensed vocational nurses
8255,92,1.6e-5,Printing machine operators
6240,92,6e-6,"Carpet, floor, and tile installers and finishers"
1760,92,2.6e-5,"Physical scientists, all other"
1310,92,2e-6,"Surveyors, cartographers, and photogrammetrists"
5110,92,2.6e-5,Billing and posting clerks and machine operators
7900,92,7e-6,Computer control programmers and operators
0160,92,3.4e-5,"Transportation, storage, and distribution managers"
0530,92,2.6e-5,"Purchasing agents, except wholesale, retail, and farm products"
1560,92,1.2e-5,Surveying and mapping technicians
7000,92,1.2e-5,"First-line supervisors/managers of mechanics, installers, and repairers"
6040,92,1e-5,"Graders and sorters, agricultural products"
8810,92,1.1e-5,Painting workers
1350,92,4e-6,Chemical engineers
7920,92,1e-6,"Extruding and drawing machine setters, operators, and tenders, metal and plastic"
7140,92,1.2e-5,Aircraft mechanics and service technicians
5120,92,8.5e-5,"Bookkeeping, accounting, and auditing clerks"
3540,92,1.3e-5,Other healthcare practitioners and technical occupations
5550,92,2.8e-5,Postal service mail carriers
1300,92,1.5e-5,"Architects, except naval"
3400,92,6e-6,Emergency medical technicians and paramedics
9140,92,5.3e-5,Taxi drivers and chauffeurs
0300,92,2.1e-5,Engineering managers
6820,92,2e-6,"Earth drillers, except oil and gas"
6400,92,1.7e-5,Insulation workers
3900,92,2e-6,Animal control workers
6320,92,1.7e-5,Operating engineers and other construction equipment operators
8740,92,5.1e-5,"Inspectors, testers, sorters, samplers, and weighers"
6355,92,6.2e-5,Electricians
0140,92,3.5e-5,Industrial production managers
1820,92,1.4e-5,Psychologists
9360,92,1.6e-5,Service station attendants
0340,92,1.5e-5,Lodging managers
0150,92,1.5e-5,Purchasing managers
1010,92,2.7e-5,Computer programmers
1050,92,5.9e-5,Computer support specialists
2840,92,1.5e-5,Technical writers
9630,92,1.3e-5,Machine feeders and offbearers
2860,92,1.3e-5,Miscellaneous media and communications workers
5150,92,6e-6,Procurement clerks
1106,92,1.1e-5,Computer network architects
3160,92,3.3e-5,Physical therapists
8350,92,4e-6,"Tailors, dressmakers, and sewers"
3510,92,1.3e-5,Medical records and health information technicians
1610,92,1.3e-5,Biological scientists
3800,92,9e-6,"Bailiffs, correctional officers, and jailers"
4060,92,1.4e-5,"Counter attendants, cafeteria, food concession, and coffee shop"
1965,92,1.5e-5,"Miscellaneous life, physical, and social science technicians"
7420,92,2.7e-5,Telecommunications line installers and repairers
5310,92,1.3e-5,"Interviewers, except eligibility and loan"
2720,92,2.6e-5,"Athletes, coaches, umpires, and related workers"
5100,92,1.2e-5,Bill and account collectors
7810,92,1.6e-5,"Butchers and other meat, poultry, and fish processing workers"
5160,92,1.6e-5,Tellers
1650,92,1.3e-5,Medical scientists
7315,92,3.5e-5,"Heating, air conditioning, and refrigeration mechanics and installers"
0810,92,1.4e-5,Appraisers and assessors of real estate
2810,92,4e-6,"News analysts, reporters, and correspondents"
6120,92,1.8e-5,Forest and conservation workers
4950,92,2.1e-5,"Door-to-door sales workers, news and street vendors, and related workers"
3955,92,1e-5,"Lifeguards and other recreational, and all other protective service workers"
2330,92,1.2e-5,Special education teachers
5420,92,6e-6,"Information and record clerks, all other"
4210,92,1.2e-5,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers"
6220,92,1.2e-5,"Brickmasons, blockmasons, and stonemasons"
9240,92,9e-6,Railroad conductors and yardmasters
4020,23,5.57e-4,Cooks
4700,23,8.55e-4,First-line supervisors/managers of retail sales workers
8650,23,1.7e-5,"Crushing, grinding, polishing, mixing, and blending workers"
4850,23,2.95e-4,"Sales representatives, wholesale and manufacturing"
4220,23,5.96e-4,Janitors and building cleaners
0120,23,2.91e-4,Financial managers
2100,23,2.9e-4,"Lawyers, Judges, magistrates, and other judicial workers"
5250,23,1.1e-5,"Eligibility interviewers, government programs"
3600,23,6.93e-4,"Nursing, psychiatric, and home health aides"
3255,23,9.33e-4,Registered nurses
4040,23,1.16e-4,Bartenders
4110,23,4.36e-4,Waiters and waitresses
0136,23,7e-5,Human Resources Managers
2310,23,6.31e-4,Elementary and middle school teachers
4350,23,1e-4,Nonfarm animal caretakers
3930,23,2.1e-4,Security guards and gaming surveillance officers
3655,23,7.6e-5,"Miscellaneous healthcare support occupations, including medical equipment preparers"
4230,23,3.63e-4,Maids and housekeeping cleaners
1965,23,4.4e-5,"Miscellaneous life, physical, and social science technicians"
2145,23,8.9e-5,Paralegals and legal assistants
4720,23,8.91e-4,Cashiers
4210,23,6.7e-5,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers"
8140,23,1.06e-4,"Welding, soldering, and brazing workers"
7340,23,1.34e-4,"Maintenance and repair workers, general"
3500,23,1.57e-4,Licensed practical and licensed vocational nurses
4760,23,6.69e-4,Retail salespersons
0740,23,4.9e-5,"Business operations specialists, all other"
5610,23,2.22e-4,"Shipping, receiving, and traffic clerks"
0710,23,2.25e-4,Management analysts
0910,23,5.9e-5,Loan counselors and officers
5520,23,5.4e-5,Dispatchers
7750,23,2.53e-4,Miscellaneous assemblers and fabricators
9260,23,3e-6,"Subway, streetcar, and other rail transportation workers"
4610,23,3.48e-4,Personal and home care aides
7315,23,1.54e-4,"Heating, air conditioning, and refrigeration mechanics and installers"
5850,23,2.6e-5,"Mail clerks and mail machine operators, except postal service"
9200,23,2.2e-5,Locomotive engineers and operators
2910,23,3.8e-5,Photographers
0230,23,2.89e-4,Education administrators
1020,23,3.55e-4,"Software developers, applications and systems software"
0850,23,1.56e-4,Personal financial advisors
0800,23,4.41e-4,Accountants and auditors
5110,23,1.33e-4,Billing and posting clerks and machine operators
3300,23,7.9e-5,Clinical laboratory technologists and technicians
2540,23,2.45e-4,Teacher assistants
3110,23,4.4e-5,Physician assistants
2200,23,4.37e-4,Postsecondary teachers
6230,23,2.99e-4,Carpenters
3850,23,1.15e-4,Police and sheriff's patrol officers
7420,23,2.9e-5,Telecommunications line installers and repairers
4010,23,1.35e-4,First-line supervisors/managers of food preparation and serving workers
2010,23,2.2e-4,Social workers
0100,23,6.6e-5,Administrative services managers
1107,23,1.78e-4,"Computer occupations, all other"
0310,23,3.13e-4,Food service managers
0630,23,1.94e-4,Human resource workers
2320,23,3.75e-4,Secondary school teachers
0430,23,0.001215,"Managers, all other"
8100,23,1.9e-5,"Molders and molding machine setters, operators, and tenders, metal and plastic"
4320,23,5.2e-5,First-line supervisors/managers of personal service workers
1740,23,2.9e-5,Environmental scientists and geoscientists
7800,23,6.5e-5,Bakers
8965,23,2.65e-4,"Production workers, all other"
8610,23,1.7e-5,Stationary engineers and boiler operators
4000,23,1.03e-4,Chefs and head cooks
8320,23,5.9e-5,Sewing machine operators
4920,23,1.6e-4,Real estate brokers and sales agents
5860,23,2.66e-4,"Office clerks, general"
1320,23,2.5e-5,Aerospace engineers
1350,23,4e-5,Chemical engineers
5400,23,3.33e-4,Receptionists and information clerks
2000,23,2.18e-4,Counselors
6330,23,1.7e-5,"Drywall installers, ceiling tile installers, and tapers"
3420,23,1.68e-4,Health practitioner support technologists and technicians 
2720,23,8.3e-5,"Athletes, coaches, umpires, and related workers"
0220,23,2.49e-4,Construction managers
3645,23,1.89e-4,Medical assistants
1800,23,3e-6,Economists
1006,23,2.03e-4,Computer systems analysts
0110,23,1.78e-4,Computer and information systems managers
2850,23,4.3e-5,Writers and authors
5260,23,3.4e-5,File clerks
1030,23,7.4e-5,Web developers
9600,23,1.69e-4,Industrial truck and tractor operators
1920,23,3.9e-5,Chemical technicians
1105,23,4.3e-5,Network and computer systems administrators
3050,23,1.1e-4,Pharmacists
0500,23,1.3e-5,"Agents and business managers of artists, performers, and athletes"
0725,23,3.6e-5,"Meeting, convention, and event planners"
0050,23,2.81e-4,Marketing and sales managers
2430,23,2.8e-5,Librarians
4600,23,2.8e-4,Child care workers
5620,23,3.84e-4,Stock clerks and order fillers
5940,23,1.38e-4,"Office and administrative support workers, all other"
0020,23,2.75e-4,General and operations managers
5320,23,2.5e-5,"Library assistants, clerical"
2630,23,1.8e-4,Designers
8740,23,2.19e-4,"Inspectors, testers, sorters, samplers, and weighers"
8130,23,1.5e-5,Tool and die makers
1760,23,5.3e-5,"Physical scientists, all other"
8350,23,2.7e-5,"Tailors, dressmakers, and sewers"
4710,23,3.63e-4,First-line supervisors/managers of non-retail sales workers
5220,23,1e-5,"Court, municipal, and license clerks"
5700,23,7.33e-4,Secretaries and administrative assistants
0410,23,1.15e-4,"Property, real estate, and community association managers"
6520,23,2.4e-5,Sheet metal workers
6420,23,1.02e-4,"Painters, construction and maintenance"
3647,23,1.6e-5,Pharmacy aides
4620,23,1.23e-4,Recreation and fitness workers
3540,23,3.1e-5,Other healthcare practitioners and technical occupations
9050,23,3.5e-5,Flight attendants
3220,23,4.2e-5,Respiratory therapists
1050,23,1.86e-4,Computer support specialists
1360,23,8.9e-5,Civil engineers
3245,23,8.3e-5,"Therapists, all other"
7130,23,9e-6,Security and fire alarm systems installers
0010,23,3.95e-4,Chief executives
9620,23,8.38e-4,"Laborers and freight, stock, and material movers, hand"
2340,23,2.29e-4,Other teachers and instructors
2300,23,1.59e-4,Preschool and kindergarten teachers
5000,23,3.51e-4,First-line supervisors/managers of office and administrative support workers
2700,23,1.3e-5,Actors
3060,23,2.98e-4,Physicians and surgeons
6260,23,3.9e-4,Construction laborers
5160,23,9.3e-5,Tellers
6355,23,1.73e-4,Electricians
9130,23,0.001072,Driver/sales workers and truck drivers
3150,23,2.7e-5,Occupational therapists
0940,23,3e-5,Tax preparers
4810,23,1.38e-4,Insurance sales agents
2160,23,5e-5,Miscellaneous legal support workers
0565,23,7.5e-5,Compliance officers
0930,23,4.5e-5,"Tax examiners, collectors, and revenue agents"
0540,23,1.6e-4,"Claims adjusters, appraisers, examiners, and investigators"
9120,23,1.83e-4,Bus drivers
5240,23,5.85e-4,Customer service representatives
3258,23,7.5e-5,Nurse practitioners
9610,23,9.9e-5,Cleaners of vehicles and equipment
3320,23,1.32e-4,Diagnostic related technologists and technicians
2330,23,9.4e-5,Special education teachers
7700,23,1.85e-4,First-line supervisors/managers of production and operating workers
4750,23,5e-5,Parts salespersons
1530,23,1.15e-4,"Engineers, all other"
8800,23,6.4e-5,Packaging and filling machine operators and tenders
0735,23,1.04e-4,Market research analysts and marketing specialists
7360,23,1.5e-5,Millwrights
9410,23,1.7e-5,Transportation inspectors
5140,23,4.3e-5,Payroll and timekeeping clerks
9240,23,8e-6,Railroad conductors and yardmasters
